EVENT:	1	32	1
VERTEX:	0.0441215	-0.353848	1.73473	0	1	0	0	32
TRACK:	17	-0.597187	0.251313	2.3343	34	1	0	0
TRACK:	8	0.304045	0.490219	2.91389	35	1	0	0
TRACK:	9	0.749046	-0.387219	22.439	36	1	0	0
TRACK:	14	0.100838	0.714703	4.45132	37	1	0	0
TRACK:	15	-0.378641	0.472638	3.86989	39	1	0	0
TRACK:	38	0.64699	3.69223	4.29168	40	1	0	0
TRACK:	37	-1.21422	-2.91798	0.843749	43	1	0	0
TRACK:	8	-0.517297	-0.0456557	-6.22489	45	1	0	0
TRACK:	17	0.130961	-0.875558	-7.00179	50	1	0	0
TRACK:	8	0.432711	0.726279	-4.10832	51	1	0	0
TRACK:	13	-0.506885	-0.240573	-4.32516	52	1	0	0
TRACK:	7	0.185788	0.118995	0.0347667	53	1	0	0
TRACK:	15	-0.145442	-0.591305	-0.559298	54	1	0	0
TRACK:	7	0.154257	0.433368	-0.119628	55	1	0	0
TRACK:	7	0.0369314	0.040123	2.5029	56	1	0	0
TRACK:	17	-0.436722	0.0782662	5.88872	58	1	0	0
TRACK:	9	-0.440869	-0.528534	9.21755	59	1	0	0
TRACK:	14	0.31275	-0.71014	27.1016	60	1	0	0
TRACK:	8	-0.0701687	0.139957	0.0286464	61	1	0	0
TRACK:	9	0.399226	-0.578673	-0.234291	62	1	0	0
TRACK:	13	-0.119033	-0.27371	-11.0263	63	1	0	0
TRACK:	9	0.738745	-0.283636	-3.36533	64	1	0	0
TRACK:	8	-0.487728	-0.146304	-44.2618	65	1	0	0
TRACK:	7	0.285358	-0.0831434	-14.047	66	1	0	0
TRACK:	8	0.299472	-0.382379	5.47338	67	1	0	0
TRACK:	7	0.124142	0.221624	1.20386	68	1	0	0
TRACK:	8	-0.0871202	0.752736	1.70198	69	1	0	0
TRACK:	9	-0.0990988	0.410382	0.425806	70	1	0	0
TRACK:	7	0.180117	0.291903	0.64705	71	1	0	0
TRACK:	8	0.0551708	-0.148394	0.171465	72	1	0	0
TRACK:	9	-0.110794	-0.144715	0.0493047	73	1	0	0
TRACK:	7	0.0746557	-0.496811	-0.317027	74	1	0	0
EVENT:	2	94	1
VERTEX:	0.036435	-0.340286	0.901475	0	1	0	0	94
TRACK:	8	-0.25579	-0.171227	7.81503	153	1	0	0
TRACK:	17	-0.00846624	-0.876773	3.4117	154	1	0	0
TRACK:	13	-0.123517	0.181148	8.20472	155	1	0	0
TRACK:	8	-0.10905	0.66374	3.56091	163	1	0	0
TRACK:	9	-0.612149	0.373394	2.40373	164	1	0	0
TRACK:	9	-0.660973	0.458373	6.33479	166	1	0	0
TRACK:	8	1.07492	-0.453019	3.25956	167	1	0	0
TRACK:	20	0.241528	-0.823112	14.0688	172	1	0	0
TRACK:	9	0.651096	-0.152524	-0.8148	179	1	0	0
TRACK:	37	-5.19584	2.93314	0.779494	191	1	0	0
TRACK:	8	-0.857086	0.542585	-0.175501	192	1	0	0
TRACK:	7	-0.847321	-0.583405	0.132036	193	1	0	0
TRACK:	7	-0.344799	0.603126	0.187581	194	1	0	0
TRACK:	7	0.384622	-0.602724	-0.155267	197	1	0	0
TRACK:	9	-0.00384259	0.192863	0.0690056	199	1	0	0
TRACK:	17	-0.751837	-0.153384	-0.555698	200	1	0	0
TRACK:	8	1.30486	0.711731	-0.435548	201	1	0	0
TRACK:	9	-0.199391	0.242228	-1.3169	202	1	0	0
TRACK:	8	-0.0676758	0.00634292	0.255888	203	1	0	0
TRACK:	9	-0.0116355	0.144703	-0.242138	204	1	0	0
TRACK:	14	-0.384749	0.0257616	-1.74185	205	1	0	0
TRACK:	20	0.0468256	-0.649858	-3.37349	208	1	0	0
TRACK:	8	0.147796	-0.142939	0.735012	211	1	0	0
TRACK:	7	-1.47431	0.0876627	1.68532	221	1	0	0
TRACK:	8	0.0734375	0.02127	-0.0724869	222	1	0	0
TRACK:	7	0.0313441	0.248753	-0.0832754	223	1	0	0
TRACK:	9	-0.161674	-0.996509	-0.0230671	224	1	0	0
TRACK:	7	-1.20191	-0.0169682	-3.06107	228	1	0	0
TRACK:	7	0.247787	0.109218	-0.690619	232	1	0	0
TRACK:	8	-0.508053	0.266392	-1.96183	233	1	0	0
TRACK:	9	0.244249	-0.313649	-1.11776	235	1	0	0
TRACK:	8	1.50489	-0.344942	-6.25209	236	1	0	0
TRACK:	14	0.186856	-0.284089	-9.5738	239	1	0	0
TRACK:	12	0.254638	0.389093	-1.70224	240	1	0	0
TRACK:	7	-0.203788	0.925012	-1.85135	241	1	0	0
TRACK:	8	-0.349044	-0.171925	-0.668416	242	1	0	0
TRACK:	9	-0.0642807	-0.0529318	-0.190085	243	1	0	0
TRACK:	8	0.392784	0.147604	1.26153	244	1	0	0
TRACK:	7	0.00851501	-0.474831	1.15336	245	1	0	0
TRACK:	11	-0.472209	-0.406169	7.26296	246	1	0	0
TRACK:	7	0.0102003	-0.0754273	4.78062	247	1	0	0
TRACK:	15	0.234723	0.0802418	1.93319	248	1	0	0
TRACK:	7	0.19185	-0.0365463	0.127209	249	1	0	0
TRACK:	11	-0.439345	-0.526365	0.500794	250	1	0	0
TRACK:	7	0.141418	0.19661	0.283444	251	1	0	0
TRACK:	10	0.459022	0.246287	0.0904163	252	1	0	0
TRACK:	8	-0.305637	-0.275649	0.203045	253	1	0	0
TRACK:	9	0.175738	0.0623677	0.579342	254	1	0	0
TRACK:	8	-0.000524691	-0.0764509	-0.0799834	255	1	0	0
TRACK:	9	0.0105706	0.516702	-1.77401	256	1	0	0
TRACK:	11	-0.182095	0.486055	-0.836851	257	1	0	0
TRACK:	7	-0.265922	-0.0208567	-1.37937	258	1	0	0
TRACK:	16	-0.289788	-0.35582	-0.264468	259	1	0	0
TRACK:	12	-0.0475698	0.0307758	0.286236	260	1	0	0
TRACK:	8	-0.0133851	-0.476792	0.0424355	261	1	0	0
TRACK:	25	0.524163	0.427758	-4.40678	262	1	0	0
TRACK:	7	-0.0832625	-0.382655	-0.810669	263	1	0	0
TRACK:	8	0.192132	0.1951	-1.11731	264	1	0	0
TRACK:	9	-0.1803	-0.577819	-1.79262	265	1	0	0
TRACK:	28	0.337212	0.474336	-0.305874	266	1	0	0
TRACK:	9	-0.0855398	-0.0359246	-0.245026	267	1	0	0
TRACK:	9	-0.445355	-0.423881	1.25798	268	1	0	0
TRACK:	7	-0.0654314	0.0470123	1.55789	269	1	0	0
TRACK:	11	-0.413014	0.565923	-0.193982	270	1	0	0
TRACK:	7	-0.658262	0.451132	0.19123	271	1	0	0
TRACK:	10	0.0330987	-0.0186572	-0.777163	272	1	0	0
TRACK:	9	-0.331909	-0.290982	-1.26689	273	1	0	0
TRACK:	7	0.173661	0.223385	-2.19738	274	1	0	0
TRACK:	8	0.0167297	0.394405	-0.475859	275	1	0	0
TRACK:	7	0.231278	0.22531	-1.36966	276	1	0	0
TRACK:	9	0.0236861	0.261394	-2.23016	277	1	0	0
TRACK:	7	0.307561	-0.746267	-1.33562	278	1	0	0
TRACK:	8	0.721217	0.364856	-4.22637	279	1	0	0
TRACK:	9	0.193203	-0.0539283	-0.249026	280	1	0	0
TRACK:	9	0.356707	0.188282	-7.77346	281	1	0	0
TRACK:	7	0.260816	-0.0977929	-0.74552	282	1	0	0
TRACK:	8	0.039745	0.0763052	0.29799	283	1	0	0
TRACK:	9	0.217841	0.0798185	1.75858	284	1	0	0
TRACK:	7	0.37873	-0.303055	1.59214	285	1	0	0
TRACK:	9	1.22599	-0.854921	2.73692	287	1	0	0
TRACK:	8	-0.0332487	-0.0781018	0.0550779	288	1	0	0
TRACK:	9	0.135581	0.386397	-0.0365875	289	1	0	0
TRACK:	7	0.131497	0.0083582	0.244726	290	1	0	0
TRACK:	8	-0.149525	0.074135	-1.83508	291	1	0	0
TRACK:	9	0.0714708	0.133714	-0.325223	292	1	0	0
TRACK:	7	-0.0633155	-0.154481	-1.3323	293	1	0	0
TRACK:	8	0.365284	-0.254449	-1.44496	294	1	0	0
TRACK:	9	1.47888	-0.105708	-4.68835	295	1	0	0
TRACK:	7	0.14821	-0.0758683	-0.479761	296	1	0	0
TRACK:	7	-0.0868923	-0.403087	-1.10924	297	1	0	0
TRACK:	1	0.348916	-0.225649	-4.12301	298	1	0	0
TRACK:	9	1.44296	-0.0984119	2.00166	300	1	0	0
TRACK:	8	0.392058	-0.305539	0.688064	302	1	0	0
TRACK:	16	1.24141	-0.468743	3.49745	303	1	0	0
EVENT:	3	31	1
VERTEX:	0.0554136	-0.344081	4.96849	0	1	0	0	31
TRACK:	8	-0.0365713	0.25523	-4.57575	48	1	0	0
TRACK:	13	0.12329	-0.152219	-2.50825	49	1	0	0
TRACK:	7	-0.0981976	0.268186	-2.45153	58	1	0	0
TRACK:	9	0.402844	-0.238653	-7.86053	62	1	0	0
TRACK:	8	-0.327143	0.269207	0.0701733	64	1	0	0
TRACK:	7	-0.475385	0.107502	1.93061	66	1	0	0
TRACK:	14	0.41475	-0.429128	20.1619	69	1	0	0
TRACK:	17	0.286544	0.517025	19.0606	70	1	0	0
TRACK:	8	-0.841016	0.529586	-37.8882	71	1	0	0
TRACK:	7	0.0525884	-0.204406	-28.8678	72	1	0	0
TRACK:	9	0.353475	-0.306953	-1.61926	73	1	0	0
TRACK:	7	-0.0445071	0.0999747	-3.28994	74	1	0	0
TRACK:	8	0.489751	0.327202	-1.21697	76	1	0	0
TRACK:	10	-0.630259	0.527988	0.285678	77	1	0	0
TRACK:	14	-0.0421632	0.419082	-3.35524	78	1	0	0
TRACK:	7	0.16894	-0.23383	-2.39142	79	1	0	0
TRACK:	15	0.513976	0.170962	1.879	80	1	0	0
TRACK:	7	0.662554	-0.334626	0.866492	81	1	0	0
TRACK:	9	0.143921	0.123045	0.303249	82	1	0	0
TRACK:	7	0.322707	-0.385315	3.12575	83	1	0	0
TRACK:	10	-0.00590168	0.152205	-1.23762	84	1	0	0
TRACK:	8	0.211216	-0.0631157	0.557859	85	1	0	0
TRACK:	9	0.238287	0.255726	2.68089	86	1	0	0
TRACK:	7	-0.0208734	0.161608	0.790171	87	1	0	0
TRACK:	38	0.831764	2.53946	25.778	88	1	0	0
TRACK:	7	0.0790922	0.251145	2.60409	89	1	0	0
TRACK:	37	-2.84728	-4.52329	5.84087	90	1	0	0
TRACK:	1	-0.0984503	-0.261187	0.133531	91	1	0	0
TRACK:	8	0.257418	0.0713513	6.5258	92	1	0	0
TRACK:	9	0.000678514	0.171955	1.407	93	1	0	0
TRACK:	7	-0.0860464	-0.0857202	3.26083	94	1	0	0
EVENT:	4	68	1
VERTEX:	0.0447746	-0.350496	0.480842	0	1	0	0	68
TRACK:	9	0.0933183	0.52802	-1.4083	137	1	0	0
