3787.16	104.135	6746.89	2959.94
3	21	21	18
6173.7	15.516	-771.4	-6728.39
173.363	21.0625	398.985	225.621
370.796	34.0889	1060	689.2
730.391	39.0776	1254.97	524.585
719.657	39.4241	1022.1	302.572
1312.27	57.6789	1684.03	372.574
524.116	41.0187	769.015	245.18
118.253	22.9498	324.005	205.758
104.682	36.9509	180.067	76.64
33	35	35	2
3729.93	102.735	6634.29	2904.57
3522.27	97.1237	6098.63	2576.53
335.708	59.9134	535.558	201.24
