7851.9	451.91	17207.6	9356.02
215.995	142.739	420.997	211.664
138.969	38.1648	816.959	677.998
428.517	39.6823	1322.02	893.501
1053.99	59.076	3015	1961.01
1861.92	78.1721	4094.09	2232.22
1671.33	64.8026	2837.95	1166.72
1717.22	68.3763	3126.03	1408.97
942.94	62.2442	1158	217.795
18460.9	5.86096	14470.1	-3440.01
129.254	32.6346	253.007	124.033
46	48	48	2
7723.36	430.106	16026.1	8303.14
7446.52	159.49	15254.8	7808.56
263.417	35.7295	771.216	507.823
