1.76353	0.785585
2.04936	0.756552
2.0235	0.803361
2.02955	0.803361
1.83427	0.754554
1.96316	0.773838
1.75769	0.780334
1.8603	0.798075
1.8575	0.741908
1.71522	0.781018
1.92507	0.746015
1.96432	0.782002
1.97155	0.794865
1.82824	0.733215
1.78198	0.754866
1.82243	1.05925
1.73811	0.74701
1.8611	0.792097
2.07591	0.811603
1.86367	0.791005
1.88028	0.802979
2.03192	0.821588
1.90977	0.750046
1.81758	0.750046
1.94015	0.753786
1.77753	0.758203
1.8824	0.695258
1.71127	0.806202
2.01732	0.758772
1.88025	0.742347
1.72723	0.84442
1.93751	0.84442
1.84113	0.7967
1.87122	0.740259
1.94338	0.805317
1.99584	0.747143
2.08798	1.0106
1.86426	0.764584
1.86646	0.781792
2.00704	0.76467
1.78742	0.793442
1.88455	0.755284
2.05165	0.733215
2.02805	0.793354
1.70355	0.792441
1.78107	0.802028
1.89758	0.762095
1.97839	0.737863
1.9732	0.737863
1.97317	0.785441
1.92165	0.785441
1.83632	0.795583
1.79282	0.751255
1.88385	0.925076
1.80102	0.783281
2.01304	0.781792
1.70445	0.781792
2.03948	0.770797
1.75161	0.794917
1.98958	0.843267
1.71162	0.843267
1.85882	0.766909
1.73052	0.763671
1.85874	0.763671
1.8964	0.809143
1.81434	0.773838
1.71091	0.773838
1.77624	0.750352
1.89354	0.809403
1.79821	0.73941
1.88425	0.763591
1.7354	0.828275
2.09371	0.845225
2.08534	0.76467
1.91756	0.824559
1.93382	0.824559
1.92147	0.763376
1.98881	0.785009
2.00392	0.785009
1.74321	0.761045
2.00087	0.761045
1.71125	0.769207
1.70677	0.830033
2.04723	0.756805
1.73028	0.844989
1.73002	0.766089
1.85263	0.761645
2.01204	0.772175
1.79128	0.783281
1.96058	0.749137
2.09677	0.749137
1.75676	0.849996
1.90536	0.777249
1.9495	0.780883
1.99382	0.826938
1.90079	0.744113
1.90082	0.744113
1.81058	0.763966
1.93695	0.755361
1.79242	0.740259
1.7575	0.723165
2.09194	0.755467
2.06056	0.755467
2.06685	0.763376
1.90969	0.826938
1.74075	0.826938
2.05676	0.892961
2.01115	0.847315
1.73255	0.915664
2.09005	0.854537
2.0318	0.854537
1.71339	0.758955
1.97669	0.787534
1.78965	0.849996
2.01028	0.754554
1.81976	0.762134
1.746	0.807725
1.78767	0.807725
1.76226	0.751887
2.07448	0.771521
2.05652	0.784668
1.99406	0.741908
1.91597	0.793224
1.8161	0.793224
2.03525	0.733215
1.7998	0.766089
1.80661	0.763966
1.83391	0.75438
1.94005	0.799669
1.92902	0.801837
2.05069	0.911821
1.71917	0.791133
2.0218	0.807711
1.78704	1.89346
1.7671	0.915124
1.75045	0.844617
1.80656	0.699108
2.07946	0.811995
2.04943	0.811995
1.99366	1.11259
1.83366	0.776015
1.75059	0.799507
1.92941	0.799507
1.95809	0.73941
1.78384	0.73941
1.97234	0.776222
1.71912	0.816687
1.79586	0.727262
1.99283	0.787891
2.05376	0.717396
1.70137	0.799494
1.7291	0.732728
1.77893	0.771223
1.70011	0.800161
1.72337	0.809964
2.01661	0.779875
1.89695	0.777113
1.80588	0.751887
2.04282	0.75417
1.7783	0.802279
1.8142	0.812052
1.71735	0.794452
1.7281	0.753302
1.77315	0.799669
1.78776	0.771635
1.98582	0.803635
1.97905	0.777593
1.85552	0.775939
1.87962	0.845225
2.05116	0.754554
1.82651	0.772621
1.93832	0.792919
1.83857	0.754554
1.98769	0.758955
1.881	0.814257
1.85073	0.837635
1.75093	0.751887
1.77273	0.762677
2.02215	0.759106
1.72249	0.777593
1.70182	0.792441
1.78269	0.763966
1.77578	0.779179
1.80157	0.779179
1.80565	0.805317
1.84974	0.723165
1.72349	0.723165
1.73277	0.750489
2.01206	0.784466
1.99102	0.767191
1.72006	0.793322
1.98326	0.827927
1.75214	0.756805
1.81089	0.756805
1.73954	0.790002
1.85833	0.777249
2.04339	0.794452
2.08133	0.734106
2.06484	0.827876
1.98797	0.836386
1.84066	0.763966
1.89988	0.784466
1.84537	0.755477
1.72296	0.779875
1.73918	0.79346
1.78328	1.00508
1.87239	0.763376
1.75804	0.800145
2.04508	0.788594
1.88566	0.82256
1.84171	0.741709
1.73685	0.758772
1.87156	0.850697
2.06936	0.844879
1.8129	0.790975
2.03597	0.783281
1.88352	0.783281
1.73845	0.767806
1.93468	0.767185
1.85201	0.771055
2.00645	0.7967
1.76294	0.800161
1.70336	0.746015
1.76067	0.732728
1.71035	0.774748
1.76536	0.755347
2.0907	0.734185
1.90609	0.774046
1.95609	0.824559
1.79478	0.803734
